Facility Type,Facility Number,FAC_N2,FAC_ID_Z,Facility Name,Licensee,Facility Administrator,Facility Telephone Number,Facility Address,Facility City,Facility State,Facility Zip,County Name,Regional Office,Facility Capacity,Facility Status,License First Date,Closed Date,Latitude,Longitude,WUICLASS10,HAZ_CLASS,Risk,Duplicate address
RESIDENTIAL CARE ELDERLY,286803600,286803600,CA286803600,CREEKVIEW PLACE SENIOR CARE HOME,LANE CAPITAL SENIOR CARE INC,"FUENTES, ALMA EUGENIO",(707) 205-5275,2605 REDWOOD ROAD,NAPA,CA,94558,NAPA,21,6,CLOSED,12/3/2015,7/10/2017,38.317414,-122.328193,Med_Dens_Interface,Moderate,Risky,FALSE
RESIDENTIAL CARE ELDERLY,216801691,216801691,CA216801691,CREEKWOOD,"SAUVE PARTNERS, INC",PAULA SAUVE,(415) 897-2661,830 TAMALPAIS AVE,NOVATO,CA,94947,MARIN,21,62,LICENSED,2/2/2005,,38.104254,-122.57964,High_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,100404695,100404695,CA100404695,CRES GUEST HOME,"QUINTAL, CRESCENCIA M.","QUINTAL, CRESCENCIA",(559) 638-8805,23162 E. LINCOLN AVE.,REEDLEY,CA,93654,FRESNO,24,6,LICENSED,1/28/1987,,36.648028,-119.3731,Low_Dens_NoVeg,Non-Wildland/Non-Urban,Ok,FALSE
RESIDENTIAL CARE ELDERLY,306005257,306005257,CA306005257,CRESCENDO SENIOR LIVING,PALM SENIOR CARE LLC; ALTUM SENIOR LIVING LLC,DALE WOYTEK,(714) 798-9820,351 EAST PALM DRIVE,PLACENTIA,CA,92870,ORANGE,22,138,LICENSED,9/30/2016,,33.88754,-117.85954,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,197608306,197608306,CA197608306,CRESCENT ELDERLY CARE,"MASJID GIBRAEL, INC.",NISAR A. HAI,(626) 202-7560,5617 WALNUT GROVE AVENUE,SAN GABRIEL,CA,91775,LOS ANGELES,28,6,CLOSED,6/20/2012,7/27/2017,34.102081,-118.084009,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,435202705,435202705,CA435202705,CRESCENT OAKS,ARKHAM OPERATIONS LLC;CALSON MANAGEMENT LLC,"SANDOVAL, GRACE",(707) 592-1157,147 CRESCENT AVE,SUNNYVALE,CA,94087,SANTA CLARA,26,44,LICENSED,5/23/2019,,37.356429,-122.03047,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,435202477,435202477,CA435202477,CRESCENT VILLA,"SANAVITA HEALTHCARE, INC.",ENGRACIA SANDOVAL,(408) 930-7434,147 CRESCENT AVENUE,SUNNYVALE,CA,94087,SANTA CLARA,26,44,CLOSED,2/25/2015,5/24/2019,37.356429,-122.03047,High_Dens_NoVeg,Urban Unzoned,Ok,Duplicate address
RESIDENTIAL CARE ELDERLY,435200672,435200672,CA435200672,CRESCENT VILLA,"CANYON HOUSE REST HOMES, INC.",EVA KOLESNIKOW-ABER,(650) 207-5723,147 CRESCENT AVENUE,SUNNYVALE,CA,94087,SANTA CLARA,26,44,CLOSED,4/21/1999,2/25/2015,37.356429,-122.03047,High_Dens_NoVeg,Urban Unzoned,Ok,Duplicate address
RESIDENTIAL CARE ELDERLY,197608287,197608287,CA197608287,CRESCENT VILLA,"BETTER LIVING, LLC.",STELLA EZROS,(323) 782-1874,849 N. CRESCENT HEIGHTS BLVD.,LOS ANGELES,CA,90046,LOS ANGELES,31,6,LICENSED,6/1/2012,,34.08684,-118.36608,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,331800230,331800230,CA331800230,CRESENCIA CARE HOME INC,CRESENCIA CARE HOME INC,"CALILUNG, RESTITUTO L",(714) 906-6046,1785 HONORS LN,CORONA,CA,92883,RIVERSIDE,18,6,LICENSED,8/11/2017,,33.817672,-117.537239,Med_Dens_Interface,High,Risky,FALSE
RESIDENTIAL CARE ELDERLY,336427417,336427417,CA336427417,CRESENCIA CARE HOME LLC,CRESENCIA CARE HOME LLC,"CALILUNG, RESTITUTO L",(951) 427-5081,1785 HONORS LANE,CORONA,CA,92883,RIVERSIDE,18,6,CLOSED,1/28/2016,7/20/2017,33.817672,-117.537239,Med_Dens_Interface,High,Risky,FALSE
RESIDENTIAL CARE ELDERLY,330905299,330905299,CA330905299,CREST HOME FOR THE ELDERLY,RAMASAR GHISLAINE,"RAMASAR, OSCAR",(951) 736-2921,4460 CREST VIEW DRIVE,NORCO,CA,91760,RIVERSIDE,18,29,LICENSED,10/2/1993,,33.946881,-117.526215,Med_Dens_NoVeg,Very High,Risky,FALSE
RESIDENTIAL CARE ELDERLY,107208836,107208836,CA107208836,CREST POINTE ASSISTED LIVING-POWERS,CREST POINTE ASSISTED LIVING INC,"KEENE, ALICIA",(559) 900-4998,2978 POWERS AVENUE,CLOVIS,CA,93619,FRESNO,24,6,LICENSED,5/22/2018,,36.862942,-119.658146,Med_Dens_Interface,Non-Wildland/Non-Urban,Risky,FALSE
RESIDENTIAL CARE ELDERLY,107208835,107208835,CA107208835,CREST POINTE ASSISTED LIVING-PRESCOTT,CREST POINTE ASSISTED LIVING INC,"KEENE, ALICIA",(559) 765-4321,2855 PRESCOTT AVENUE,CLOVIS,CA,93619,FRESNO,24,6,LICENSED,5/22/2018,,36.864317,-119.660859,High_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,331880604,331880604,CA331880604,CREST VILLA,CREST VILLA LLC,"RAMASAR, OSCAR",(909) 214-4004,4014 CALIFORNIA AVE,NORCO,CA,92860,RIVERSIDE,18,15,LICENSED,4/26/2019,,33.939992,-117.528463,Med_Dens_NoVeg,Moderate,Risky,FALSE
RESIDENTIAL CARE ELDERLY,306005326,306005326,CA306005326,CRESTAVILLA SENIOR LIVING,STEADFAST CRESTAVILLA LLC; ATRIA MANAGEMENT CO LLC,"KEYS, BRIAN",(949) 345-1606,30111 NIGUEL RD,LAGUNA NIGUEL,CA,92677,ORANGE,22,250,LICENSED,7/17/2018,,33.525316,-117.710774,Med_Dens_Interface,High,Risky,FALSE
RESIDENTIAL CARE ELDERLY,405850010,405850010,CA405850010,CRESTON VILLAGE ASSISTED LIVING AND MEMORY CARE,WELLTOWER PEGASUS TENANT LLC; PSL ASSOCIATES LLC,"MAYFIELD, MICHAEL",(805) 239-1313,1919 CRESTON ROAD,PASO ROBLES,CA,93446,SAN LUIS OBISPO,29,130,LICENSED,2/1/2019,,35.607046,-120.659874,Med_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,198202945,198202945,CA198202945,CRESTVIEW GUEST HOME,CORAZON LAZARO,CORAZON D. LAZARO,(310) 326-1474,23331 MALTBY PLACE,HARBOR CITY,CA,90710,LOS ANGELES,11,6,CLOSED,11/27/2000,4/25/2018,33.813676,-118.304886,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,372002142,372002142,CA372002142,"CRESTVIEW MANOR, INC.","COOK, GARY R. & PATRICIA J.","COOK, TYSON",(760) 745-0160,350 SO. VINE STREET,ESCONDIDO,CA,92025,SAN DIEGO,8,38,LICENSED,7/28/1981,,33.102005,-117.08042,Med_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,496803389,496803389,CA496803389,CRESTVIEW RCFE,"ALMONTE, HELEN S.","GREGORIO, ARLINDA",(707) 542-0457,1328 CRESTVIEW COURT,SANTA ROSA,CA,95403,SONOMA,21,6,CLOSED,12/10/2012,4/16/2018,38.481099,-122.745265,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,486803228,486803228,CA486803228,CRESTWOOD HOPE CENTER,"CRESTWOOD BEHAVIORAL HEALTH, INC","BUNGGAY, LUZVIMINDA",(707) 552-0215,115 ODDSTAD DRIVE,VALLEJO,CA,94589,SOLANO,21,24,LICENSED,12/1/2009,,38.129721,-122.240672,High_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,430708475,430708475,CA430708475,CRESTWOOD RESIDENTIAL CARE HOME,"CADIENTE, HELEN","CADIENTE, WILFREDO",(408) 354-3304,94 HERNANDEZ AVENUE,LOS GATOS,CA,95030,SANTA CLARA,26,15,CLOSED,11/10/1988,11/25/2015,37.228256,-121.991516,High_Dens_Interface,Very High,Risky,FALSE
RESIDENTIAL CARE ELDERLY,565801074,565801074,CA565801074,CRESTWOOD VILLA II,"R&R HOME CARE, INC.",RAIMONDA BANAKIENE,(805) 639-0439,452 HEIDELBERG AVENUE,VENTURA,CA,93003,VENTURA,31,6,LICENSED,3/4/2004,,34.283443,-119.225588,High_Dens_Interface,Very High,Risky,FALSE
RESIDENTIAL CARE ELDERLY,286803024,286803024,CA286803024,CRINELLA HOME CARE,"ST. HELENA HOME CARE, LLC","GUTIERREZ, JUANA",(707) 963-5289,1726 CRINELLA DRIVE,ST. HELENA,CA,94574,NAPA,21,5,LICENSED,12/22/2008,,38.51001,-122.47348,High_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,415600167,415600167,CA415600167,CRISTINA'S CARE HOME,CRISTINA FLORES,ARNOLD MORALES,(650) 952-6641,1450 GREENWOOD WAY,SAN BRUNO,CA,94066,SAN MATEO,14,6,LICENSED,6/1/1999,,37.626759,-122.445012,High_Dens_Interface,Urban Unzoned,Risky,Duplicate address
RESIDENTIAL CARE ELDERLY,415600100,415600100,CA415600100,CRISTINA'S CARE HOME,CRISTINA FLORES,ARNOLD MORALES,(650) 866-3171,2735 FLEETWOOD DRIVE,SAN BRUNO,CA,94066,SAN MATEO,14,6,LICENSED,8/29/1997,,37.62548,-122.444915,High_Dens_Interface,Urban Unzoned,Risky,Duplicate address
RESIDENTIAL CARE ELDERLY,415600072,415600072,CA415600072,CRISTINA'S CARE HOME,CRISTINA FLORES,ARNOLD MORALES,(650) 483-1202,1580 CRESTWOOD DRIVE,SAN BRUNO,CA,94066,SAN MATEO,14,6,LICENSED,12/16/1996,,37.633235,-122.43848,High_Dens_Interface,Urban Unzoned,Risky,Duplicate address
RESIDENTIAL CARE ELDERLY,415601076,415601076,CA415601076,CRISTINA'S CARE HOME,PACALDO LLC,"MADRIGAL, OSCAR",(650) 952-6641,1450 GREENWOOD WAY,SAN BRUNO,CA,94066,SAN MATEO,14,6,PENDING,,,37.626759,-122.445012,High_Dens_Interface,Urban Unzoned,Risky,Duplicate address
RESIDENTIAL CARE ELDERLY,415601077,415601077,CA415601077,CRISTINA'S CARE HOME,PACALDO LLC,"MADRIGAL, OSCAR",(650) 737-0803,1580 CRESTWOOD DRIVE,SAN BRUNO,CA,94066,SAN MATEO,14,6,PENDING,,,37.633235,-122.43848,High_Dens_Interface,Urban Unzoned,Risky,Duplicate address
RESIDENTIAL CARE ELDERLY,415601078,415601078,CA415601078,CRISTINA'S CARE HOME,PACALDO LLC,"MADRIGAL, OSCAR",(650) 952-5370,2735 FLEETWOOD DRIVE,SAN BRUNO,CA,94066,SAN MATEO,14,6,PENDING,,,37.62548,-122.444915,High_Dens_Interface,Urban Unzoned,Risky,Duplicate address
RESIDENTIAL CARE ELDERLY,270708872,270708872,CA270708872,CRISTINE'S GUEST HOME,"DEL ROSARIO, MA. CRISTINA","DEL ROSARIO, MA. CRISTINA",(831) 998-7544,458 RAINIER DRIVE,SALINAS,CA,93906,MONTEREY,26,6,LICENSED,3/4/1993,,36.701937,-121.639538,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,275202192,275202192,CA275202192,CRISTINE'S GUEST HOME II,MARIA CRISTINA DEL ROSARIO,MA CRISTINA DEL ROSARIO,(831) 998-8162,852 ANTIGUA AVENUE,SALINAS,CA,93905,MONTEREY,26,6,LICENSED,9/10/2009,,36.69363,-121.605191,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,275202172,275202172,CA275202172,CRISTINE'S GUEST HOME III,MA CRISTINA DEL ROSARIO,MA CRISTINA DEL ROSARIO,(831) 998-7085,1312 NOGAL DRIVE,SALINAS,CA,93905,MONTEREY,26,6,LICENSED,4/27/2009,,36.696186,-121.610734,High_Dens_NoVeg,High,Risky,FALSE
RESIDENTIAL CARE ELDERLY,425800770,425800770,CA425800770,CRISTINE'S RCFE,"FLORES, ODOLINA A.",ODOLINA A FLORES,(805) 937-2141,446 E. VENTURA RD.,SANTA MARIA,CA,93455,SANTA BARBARA,29,6,LICENSED,8/16/2002,,34.910993,-120.429691,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,198603225,198603225,CA198603225,CRISTO REY COTTAGE ASSISTED LIVING,"SANTA TERESITA, INC.","MORLOC, SISTER TERESA",(626) 408-7802,1216 ROYAL OAKS DRIVE,MONROVIA,CA,91016,LOS ANGELES,28,28,LICENSED,10/3/2019,,34.143055,-117.983897,High_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,191671691,191671691,CA191671691,CROFTON MANOR INN,"IRA DAVID ENTERPRISES, INC.",AMALIA ESQUIVIAS,(562) 437-0093,1950 E. 5TH ST.,LONG BEACH,CA,90802,LOS ANGELES,28,213,LICENSED,7/28/1983,,33.772641,-118.167997,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,107208964,107208964,CA107208964,CROMWELL CARE HOME,CROMWELL CARE HOME INC,"BABAKHANI, ARDALAN ALEX",(559) 392-0393,2124 CROMWELL AVE,CLOVIS,CA,93611,FRESNO,24,6,LICENSED,7/9/2019,,36.846507,-119.676774,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,197607449,197607449,CA197607449,CROMWELL HOME,"CROMWELL HOME, THE",RENATA GUZAUSKIENE,(661) 702-1808,29536 CROMWELL AVE.,VAL VERDE,CA,91384,LOS ANGELES,31,6,LICENSED,4/25/2008,,34.44654,-118.650581,High_Dens_Interface,Very High,Risky,FALSE
RESIDENTIAL CARE ELDERLY,197608483,197608483,CA197608483,CROPS INC,"CROPS, INC.",CHRISTEL FLYNN,(818) 203-5241,8536 MAMMOTH AVENUE,PANORAMA CITY,CA,91402,LOS ANGELES,31,4,CLOSED,6/9/2014,6/9/2017,34.225682,-118.434265,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,306000888,306000888,CA306000888,CROSS CREEK COTTAGE,"CROSS CREEK CARE, INC.",WINIFRED WILSON,(949) 722-1014,138 EAST 18TH ST.,COSTA MESA,CA,92627,ORANGE,22,10,LICENSED,12/16/1998,,33.639663,-117.917565,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,306000383,306000383,CA306000383,CROSSROADS ELDERLY CARE,"CLAYTON, MICHAEL A. & PATRICIA",MICHAEL A. CLAYTON,(714) 838-1330,12091 ARROYO AVE.,SANTA ANA,CA,92705,ORANGE,22,6,LICENSED,7/15/1996,,33.757405,-117.797619,Med_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,374603202,374603202,CA374603202,CROSSROADS HOME CARE,CROSSROADS HOME CARE LLC,"MONTAZER, ARNI",(760) 690-2820,2512 HEATHER PLACE,ESCONDIDO,CA,92027,SAN DIEGO,8,6,LICENSED,11/18/2011,,33.136115,-117.038304,Med_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,507004749,507004749,CA507004749,"CROSSROADS MANOR, INC.","CROSSROADS MANOR, INC.","CAPARROS JR, JERRY",(209) 869-0248,5603 PORTICO DRIVE,RIVERBANK,CA,95367,STANISLAUS,27,6,LICENSED,3/12/2011,,37.72045,-120.952729,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,15601386,15601386,CA015601386,CROUSE HOMES SENIOR CARE,"CROUSE HOME SENIOR CARE, INC.",MARIA ROY,(510) 276-2240,18543 STANDISH AVENUE,HAYWARD,CA,94541,ALAMEDA,15,6,CLOSED,3/26/2008,12/13/2017,37.682527,-122.111619,High_Dens_NoVeg,Urban Unzoned,Ok,Duplicate address
RESIDENTIAL CARE ELDERLY,15600463,15600463,CA015600463,CROW CANYON RESIDENTIAL CARE II,"YU, RUFFY B. & YU, MELISSA D.","YU, RUFFY B.",(925) 931-0213,4632 SHASTA CT.,PLEASANTON,CA,94566,ALAMEDA,15,6,LICENSED,8/28/2000,,37.683713,-121.878648,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,331880537,331880537,CA331880537,CROWN ASSISTED LIVING LLC,CROWN ASSISTED LIVING LLC,"MAE GALO, FRANCIS",(562) 881-8516,2105 W. ONTARIO AVE,CORONA,CA,92882,RIVERSIDE,18,6,LICENSED,7/31/2018,,33.865423,-117.607396,High_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,306003668,306003668,CA306003668,CROWN COVE,"BSP MANAGEMENT LLC,CRP CROWN COVE LESSEE",KATHLEEN OLSON,(949) 760-2800,3901 E. COAST HIGHWAY,CORONA DEL MAR,CA,92625,ORANGE,22,97,CLOSED,5/8/2007,11/9/2016,33.593232,-117.866259,High_Dens_NoVeg,High,Risky,FALSE
RESIDENTIAL CARE ELDERLY,306005215,306005215,CA306005215,CROWN COVE,E.COAST SR.CARE LLC; WATERMARK RETIREMENT COMM INC,"OLSON, KATHLEEN",(949) 760-2800,3901 E COAST HWY,CORONA DEL MAR,CA,92625,ORANGE,22,97,LICENSED,11/7/2016,,33.593232,-117.866259,High_Dens_NoVeg,High,Risky,FALSE
RESIDENTIAL CARE ELDERLY,306005642,306005642,CA306005642,CROWN COVE,"NEWPORT BEACH CA SR HSNG,LLC;WATERMARK RTRMNT COM","OLSEN, KATHLEEN",(949) 760-2800,3901 EAST COAST HIGHWAY,CORONA DEL MAR,CA,92625,ORANGE,22,97,LICENSED,11/20/2019,,33.593232,-117.866259,High_Dens_NoVeg,High,Risky,FALSE
RESIDENTIAL CARE ELDERLY,347001579,347001579,CA347001579,CROWN JEWEL,IONEL DASCALESCU,IONEL DASCALESCU,(916) 989-5501,9222 ROCK CANYON WAY,ORANGEVALE,CA,95662,SACRAMENTO,27,6,LICENSED,11/10/2000,,38.673891,-121.210244,Med_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,347004613,347004613,CA347004613,CROWN JEWEL VILLA,IONEL & LUMINITA DASCALESCU,"DASCALESCU, IONEL",(916) 989-5510,5422 YDRA COURT,FAIR OAKS,CA,95628,SACRAMENTO,27,6,LICENSED,3/28/2011,,38.664328,-121.21915,Med_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,336424363,336424363,CA336424363,CROWN MANOR,ILOCOS CORPORATION,AGNES MARTINEZ,(951) 672-6359,28328 SEVILLA STREET,MURRIETA,CA,92563,RIVERSIDE,18,6,LICENSED,3/18/2010,,33.62661,-117.164092,Med_Dens_Intermix,High,Risky,FALSE
RESIDENTIAL CARE ELDERLY,197607753,197607753,CA197607753,CROWN MANOR,"CROWN INVESTMENTS AND MANAGEMENT, LLC.",KEVIN MATTHEW BIM,(714) 743-7516,15327 CAMPILLOS ROAD,LA MIRADA,CA,90638,LOS ANGELES,28,6,LICENSED,9/30/2009,,33.899566,-118.004116,High_Dens_NoVeg,Urban Unzoned,Ok,Duplicate address
RESIDENTIAL CARE ELDERLY,306004326,306004326,CA306004326,CROWN MANOR AT PASEO GRANDE,"CROWN INVESTMENTS AND MANAGEMENT, LLC",KEVIN BIM,(714) 870-1198,1401 PASEO GRANDE,FULLERTON,CA,92833,ORANGE,22,6,CLOSED,6/28/2011,3/26/2019,33.896842,-117.948992,High_Dens_NoVeg,High,Risky,Duplicate address
RESIDENTIAL CARE ELDERLY,306005556,306005556,CA306005556,CROWN MANOR AT PASEO GRANDE,CROWN INVESTMENTS AND MANAGEMENT LLC,"BIM, KEVIN",(714) 870-1198,819 NORTH DELPHINE PL,FULLERTON,CA,92833,ORANGE,22,6,LICENSED,3/26/2019,,33.877809,-117.954275,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,336425653,336425653,CA336425653,CROWN MANOR II,ILOCOS CORPORATION,AGNES MARTINEZ,(951) 246-7220,34153 ALBACETE AVENUE,MURRIETA,CA,92563,RIVERSIDE,18,6,LICENSED,2/15/2013,,33.623877,-117.163573,High_Dens_Interface,High,Risky,FALSE
RESIDENTIAL CARE ELDERLY,312700411,312700411,CA312700411,CROWN POINT VILLA,PETRE MANGEAC,PETRE MANGEAC,(916) 846-7930,1001 TAMARACK CT,ROSEVILLE,CA,95661,PLACER,27,6,LICENSED,2/7/2019,,38.727023,-121.273979,Med_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,75601425,75601425,CA075601425,CRUSE HOUSE ALOHA,"ALOHA GROUP OF COMPANIES, INC.","REYES, VIRGIL T.",(925) 356-2256,1850 MARINA COURT,CONCORD,CA,94520,CONTRA COSTA,15,6,LICENSED,8/21/2008,,37.973079,-122.035318,Med_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,415600852,415600852,CA415600852,"CRUZ DIAZ RESIDENTIAL CARE HOME, LLC","CRUZ DIAZ RESIDENTIAL CARE HOME, LLC","CRUZ DIAZ, ROWENA JAVINIAR",(650) 273-1303,706 PALM AVENUE,SOUTH SAN FRANCISCO,CA,94080,SAN MATEO,14,6,CLOSED,6/25/2012,12/1/2016,37.660088,-122.422335,High_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,336426353,336426353,CA336426353,CRYSTAL CARE,MARIA CRYSTAL,TBD,(760) 699-1014,53300 AVENIDA JUAREZ,LA QUINTA,CA,92253,RIVERSIDE,18,4,CLOSED,,7/9/2015,33.661193,-116.31637,High_Dens_Interface,Moderate,Risky,FALSE
RESIDENTIAL CARE ELDERLY,306003805,306003805,CA306003805,CRYSTAL CARE HOME,"WHITE, CRISTINA",CRISTINA WHITE,(714) 591-5158,12141 ORA DRIVE,GARDEN GROVE,CA,92840,ORANGE,22,6,CLOSED,8/8/2007,9/15/2017,33.786554,-117.933785,High_Dens_NoVeg,Urban Unzoned,Ok,Duplicate address
RESIDENTIAL CARE ELDERLY,306005308,306005308,CA306005308,CRYSTAL CARE HOME,"LAUGUICO, CRISTINA","LAUGUICO, CRISTINA",(714) 553-8674,9391 TOUCAN AVE,FOUNTAIN VALLEY,CA,92708,ORANGE,22,6,LICENSED,9/15/2017,,33.69754,-117.964811,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,347003660,347003660,CA347003660,CRYSTAL CARE HOME,"BOLBOS, ELIZABETH","BOLBOS, ELIZABETH",(916) 338-1397,5704 MOUNT HOOD COURT,SACRAMENTO,CA,95842,SACRAMENTO,27,6,CLOSED,7/10/2007,4/10/2017,38.693482,-121.331306,High_Dens_NoVeg,Urban Unzoned,Ok,Duplicate address
RESIDENTIAL CARE ELDERLY,157203374,157203374,CA157203374,CRYSTAL CARE HOMES 1,"CRYSTAL CARE HOMES, LLC","HOLGUIN,FLORINA",(661) 477-3422,5417 PACER VALLEY CT.,BAKERSFIELD,CA,93313,KERN,24,6,LICENSED,8/14/2006,,35.305437,-119.086035,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,198602401,198602401,CA198602401,CRYSTAL CARE MANOR,CRYSTAL CARE MANOR INC,"SANTOS, DINO",(310) 729-1680,21228 MENLO AVENUE,TORRANCE,CA,90502,LOS ANGELES,11,6,LICENSED,11/21/2017,,33.836076,-118.287929,High_Dens_NoVeg,Urban Unzoned,Ok,Duplicate address
RESIDENTIAL CARE ELDERLY,366425922,366425922,CA366425922,CRYSTAL CARE VILLA,"CYRSTAL CARE VILLA, INC.","MAGNO, SHIRLEY",(760) 366-3845,6410 EL REPOSO STREET,JOSHUA TREE,CA,92252,SAN BERNARDINO,18,20,LICENSED,7/10/2014,,34.1366,-116.313274,Med_Dens_Intermix,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,306005379,306005379,CA306005379,CRYSTAL COVE CARE #1,CRYSTAL COVE CARE INC,"CALISHER, ERIC",(714) 593-2687,18600 LOS LEONES ST,FOUNTAIN VALLEY,CA,92708,ORANGE,22,6,LICENSED,2/22/2018,,33.692679,-117.950382,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,366426126,366426126,CA366426126,CRYSTAL GARDEN RCFE,"CRYSTAL GARDEN RCFE, LLC","EBADPOUR, KAMAL",(760) 503-9180,13224 IROQUOIS,APPLE VALLEY,CA,92308,SAN BERNARDINO,18,6,LICENSED,3/6/2014,,34.491731,-117.21294,Med_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,300613234,300613234,CA300613234,CRYSTAL LEISURE HOME,"BON, VICTOR L.","BON, NELLY",(714) 539-6447,12162 NIETA DR.,GARDEN GROVE,CA,92840,ORANGE,22,6,CLOSED,2/9/1994,2/9/2018,33.786154,-117.931015,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,306005240,306005240,CA306005240,CRYSTAL RESIDENTIAL CARE,CRYSTAL RESIDENTIAL CARE INC,"ALVARADO, MARY JEAN MUIT",(714) 749-7237,12141 ORA DRIVE,GARDEN GROVE,CA,92840,ORANGE,22,6,CLOSED,9/28/2017,8/26/2019,33.786554,-117.933785,High_Dens_NoVeg,Urban Unzoned,Ok,Duplicate address
RESIDENTIAL CARE ELDERLY,306005624,306005624,CA306005624,CRYSTAL RESIDENTIAL CARE,WELLSPRING SENIOR HOME CARE INC,"LE, TIN",(714) 785-9555,12141 ORA DR,GARDEN GROVE,CA,92840,ORANGE,22,6,LICENSED,8/26/2019,,33.786554,-117.933785,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,411408931,411408931,CA411408931,CRYSTAL SPRINGS CARE HOME,"CAMACLANG, ALBERTINA","CAMACLANG, ALBERTINA",(650) 871-6218,265 ACACIA AVENUE,SAN BRUNO,CA,94066,SAN MATEO,14,6,LICENSED,3/7/1995,,37.617518,-122.412859,High_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,336426289,336426289,CA336426289,CRYSTAL SPRINGS SENIOR CARE FACILITY,NELLY MARLENE NUNEZ,"NUNEZ, NELLY",(951) 658-4817,41747 WHITTIER AVENUE,HEMET,CA,92544,RIVERSIDE,18,6,LICENSED,2/20/2015,,33.73658,-116.932787,High_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,306000629,306000629,CA306000629,CUDDLE CARE HOME,"CAUDLE, NELLIE MAE",NELLIE MAE CAUDLE,(714) 282-8951,416 E. CHESTNUT AVE.,ORANGE,CA,92867,ORANGE,22,5,LICENSED,8/8/1997,,33.813389,-117.849312,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
