Facility Number,Visit Date,V Month,V Date,V Year,Facility Name,Address,City,Zip,County,State,Telephone,Facility Type,Section Cited,General section
270708207,3/13/2018,3,13,2018,CARMEL VILLA,26635 PANCHO WAY,CARMEL,93923,Monterey,CA,(831) 625-9394,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
79200296,3/14/2018,3,14,2018,"ALAMO RESIDENCE HOME, INC.",2978 MIRANDA AVENUE,ALAMO,94507,Contra Costa,CA,(925) 984-4471,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197607901,3/14/2018,3,14,2018,STARLIGHT CARE HOME,1704 KERRY COURT,WEST COVINA,91792,Los Angeles,CA,(626) 810-4104,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197606376,3/12/2018,3,12,2018,A FRIENDLY PLACE-HASTINGS RANCH II,1230 HASTINGS RANCH DRIVE,PASADENA,91107,Los Angeles,CA,(626) 351-1150,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197607719,3/9/2018,3,9,2018,REGAL SENIOR LIVING CORPORATION,1009 SOUTH CITRUS STREET,WEST COVINA,91791,Los Angeles,CA,(626) 430-7740,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197605241,2/27/2018,2,27,2018,WESTWOOD PLAZA RETIREMENT,2228 WESTWOOD BLVD.,LOS ANGELES,90064,Los Angeles,CA,(310) 475-8861,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
198204540,2/21/2018,2,21,2018,VILLA MIRAGE INC.,2655 BARRY AVENUE,LOS ANGELES,90064,Los Angeles,CA,(310) 479-2984,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
355202348,2/15/2018,2,15,2018,"CLEARVIEW CAREHOMES,INC.",3370 CIENEGA ROAD,HOLLISTER,95023,San Benito,CA,(831) 637-4463,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
507002686,2/15/2018,2,15,2018,VALLEY ROYALE CARE,701 FLEETWOOD DRIVE,MODESTO,95350,Stanislaus,CA,(209) 577-3818,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
435294054,2/15/2018,2,15,2018,ROSE GUEST HOME,1155 SOUTH MARY AVE.,SUNNYVALE,94087,Santa Clara,CA,(408) 737-9576,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
15601242,2/14/2018,2,14,2018,HEART & SOUL COMMUNITIES,3770 SUTER STREET,OAKLAND,94619,Alameda,CA,(510) 927-8046,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
486803436,2/14/2018,2,14,2018,SAFE & LOVING SENIOR CARE,1647 VANDENBERG CIRCLE,SUISUN CITY,94585,Solano,CA,(707) 384-3911,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
415201625,2/13/2018,2,13,2018,FIVE STAR CARE HOME,416 LANYARD DRIVE,REDWOOD CITY,94065,San Mateo,CA,(650) 592-6333,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197608378,2/13/2018,2,13,2018,FOUR DIAMONDS,1926 TILLIE COURT,WEST COVINA,91792,Los Angeles,CA,(626) 581-1695,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
11440810,2/13/2018,2,13,2018,MAG'S REST HOME,6002 BELLHAVEN AVENUE,NEWARK,94560,Alameda,CA,(510) 795-0775,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
275201153,2/6/2018,2,6,2018,"YOUNG AT HEART OF SALINAS, THE",18 ORANGE DRIVE,SALINAS,93901,Monterey,CA,(831) 771-0598,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
270708925,2/6/2018,2,6,2018,ST. CHARLES GUEST HOME,707 ST. CHARLES WAY,SALINAS,93905,Monterey,CA,(831) 758-5145,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197603680,2/8/2018,2,8,2018,"HAMPTON GUEST HOME, INC.",3790 HAMPTON RD.,PASADENA,91107,Los Angeles,CA,(626) 351-1215,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197607217,2/6/2018,2,6,2018,BRIGHTWATER GUEST HOME 3,1620 IRIS AVENUE,TORRANCE,90503,Los Angeles,CA,(310) 533-8060,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
275201078,2/2/2018,2,2,2018,M & M RESIDENTIAL CARE,1533 COUGAR DRIVE,SALINAS,93905,Monterey,CA,(831) 769-0957,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
198201977,2/2/2018,2,2,2018,"SANCTUARY, THE",21410 MADRONA AVENUE,TORRANCE,90503,Los Angeles,CA,(424) 558-3134,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
435201639,1/29/2018,1,29,2018,GOLDEN SHORE CARE HOME,3800 RHODA DRIVE,SAN JOSE,95117,Santa Clara,CA,(408) 615-0880,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
374601933,1/25/2018,1,25,2018,PASEO GUEST HOME,13597 PASEO CARDIEL,SAN DIEGO,92129,San Diego,CA,(858) 780-2892,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197606449,1/26/2018,1,26,2018,"D' ELDERS ""R"" US",21514 ALAMINOS DRIVE,SANTA CLARITA,91350,Los Angeles,CA,(661) 513-1336,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
372004900,1/23/2018,1,23,2018,GALINA'S RESIDENTIAL CARE HOME,3586 CHASEWOOD DRIVE,SAN DIEGO,92111,San Diego,CA,(858) 292-4377,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
275201839,1/19/2018,1,19,2018,EL CAMINO REAL MANOR,3250 VISTA DEL CAMINO CIRCLE,MARINA,93933,Monterey,CA,(831) 384-0390,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
435294228,1/19/2018,1,19,2018,JNJJ CARE HOME,673 JENNINGS DRIVE,SAN JOSE,95111,Santa Clara,CA,(408) 629-7379,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
430708158,1/19/2018,1,19,2018,EVERGREEN RESIDENTIAL CARE HOME,3805 POLTON PLACE WAY,SAN JOSE,95121,Santa Clara,CA,(408) 238-7231,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197607503,1/21/2018,1,21,2018,SUNLAND LIVING,11433 COLLETT AVE,GRANADA HILLS,91344,Los Angeles,CA,(818) 488-1998,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197606693,1/18/2018,1,18,2018,"D'ELDERS ""R"" US II",28001 CERO DRIVE,SANTA CLARITA,91350,Los Angeles,CA,(661) 263-8080,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
374603347,1/19/2018,1,19,2018,BROOKE ROAD ELDER CARE,2111 BROOKE ROAD,FALLBROOK,92028,San Diego,CA,(760) 728-9373,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
435200160,1/4/2018,1,4,2018,SHALOM MOUNTAIN VIEW,1007 MIRAMONTE AVENUE,MT. VIEW,94040,Santa Clara,CA,(650) 968-0609,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
79200595,12/14/2019,12,14,2019,LOVING HEART CARE HOME,2652 CARSON WAY,ANTIOCH,94531,Contra Costa,CA,(925) 948-5221,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
336409176,12/6/2019,12,6,2019,"LAKES, THE",5801 SUN LAKES BLVD,BANNING,92220,Riverside,CA,(951) 845-2220,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
565801615,12/6/2019,12,6,2019,BERKSHIRE ELDER CARE,1844 BERKSHIRE DRIVE,THOUSAND OAKS,91362,Ventura,CA,(805) 732-3810,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197607503,12/5/2019,12,5,2019,SUNLAND LIVING,11433 COLLETT AVE,GRANADA HILLS,91344,Los Angeles,CA,(818) 488-1998,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
435294116,11/7/2019,11,7,2019,LAAB HOME CARE 1,1205 BAYARD DR.,SAN JOSE,95122,Santa Clara,CA,(408) 924-0987,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
430708724,11/7/2019,11,7,2019,"LINCOLN & PINE, WILLOW GLEN",1710 LINCOLN AVENUE,SAN JOSE,95125,Santa Clara,CA,(408) 265-6520,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
75601304,11/2/2019,11,2,2019,TARA HILLS CARE HOME,908 TARA HILLS DRIVE,PINOLE,94564,Contra Costa,CA,(510) 910-6165,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
565801311,10/29/2019,10,29,2019,HAAVE HOUSE,315 RIVERSIDE ROAD,OAK VIEW,93022,Ventura,CA,(805) 794-9426,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
75600966,10/23/2019,10,23,2019,BETTER LIVING OF WALNUT CREEK,1868 DANIELLE CT,WALNUT CREEK,94598,Contra Costa,CA,(925) 938-8820,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
475002668,10/17/2019,10,17,2019,BROOKDALE YREKA,351 BRUCE ST,YREKA,96097,Siskiyou,CA,(530) 842-4300,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
336409934,10/16/2019,10,16,2019,HERITAGE RESIDENTIAL CARE 2,24062 ORLEANS LN,MURRIETA,92562,Riverside,CA,(951) 698-5525,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
198600256,10/10/2019,10,10,2019,HOME SWEET HOME,3342 COLD PLAINS DR.,HACIENDA HEIGHTS,91745,Los Angeles,CA,(562) 884-5582,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
11441145,10/5/2019,10,5,2019,GOOD SAMARITAN CARE HOME,560 CHARDONNAY DRIVE,FREMONT,94539,Alameda,CA,(510) 659-4075,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
79200620,10/2/2019,10,2,2019,ROCK OAK VILLA,594 ROCK OAK ROAD,WALNUT CREEK,94598,Contra Costa,CA,(415) 533-7504,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
366410273,9/23/2019,9,23,2019,GOLDEN GUEST HOME III,11575 WELEBIR ST,LOMA LINDA,92354,San Bernardino,CA,(909) 478-9692,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
342700440,9/19/2019,9,19,2019,ABOUNDING LOVE HOME CARE,27 TRISTAN CIR,SACRAMENTO,95823,Sacramento,CA,(916) 547-0206,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
336410303,9/19/2019,9,19,2019,SIMCARE HOMES LLC,155 BRACEBRIDGE ROAD,RIVERSIDE,92506,Riverside,CA,(951) 780-3200,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197608745,9/17/2019,9,17,2019,PARADISE SENIOR LIVING -1,8435 AURA AVENUE,NORTHRIDGE,91324,Los Angeles,CA,(818) 578-3955,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
79200624,9/10/2019,9,10,2019,CASA AMORE CARE HOME INC,2203 TICE VALLEY BLVD,WALNUT CREEK,94595,Contra Costa,CA,(650) 722-3521,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197609055,9/4/2019,9,4,2019,SK MARATHON HOME CARE,7246 FALLBROOK AVE,WEST HILLS,91307,Los Angeles,CA,(818) 912-6757,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
430708719,9/4/2019,9,4,2019,PRECIOUS MOMENTS RESIDENTIAL CARE HOME #2,1701 FOXWORTHY AVENUE,SAN JOSE,95124,Santa Clara,CA,(408) 978-3173,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
79200577,9/3/2019,9,3,2019,SANTA TERESA CARE HOME,10 SANTA TERESA CT,PITTSBURG,94565,Contra Costa,CA,(925) 261-9397,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
415201955,8/31/2019,8,31,2019,SENIORS WITH GRACE CARE HOME,167 ALAMEDA DE LAS PULGAS,REDWOOD CITY,94062,San Mateo,CA,(650) 369-5070,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
336413071,8/30/2019,8,30,2019,AM/PM ASSURED CARE,2 DICKENS CT.,RANCHO MIRAGE,92270,Riverside,CA,(760) 321-5085,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
306003722,8/28/2019,8,28,2019,AMETHYST HOME # 2,10542 SHERRILL STREET,ANAHEIM,92804,Orange,CA,(714) 504-0375,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197606220,8/23/2019,8,23,2019,WOODLAND WEST HOMES III,22537 MARLIN PLACE,WEST HILLS,91307,Los Angeles,CA,(818) 594-7294,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
415600559,8/24/2019,8,24,2019,HERITAGE PLACE,152 24TH AVENUE,SAN MATEO,94403,San Mateo,CA,(650) 573-9472,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
415600984,8/24/2019,8,24,2019,HOLLAND HOUSE,2634 HOLLAND STREET,SAN MATEO,94403,San Mateo,CA,(650) 341-0121,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
490103478,8/20/2019,8,20,2019,MONTE VERDE REST HOME,5570 MONTE VERDE DRIVE,SANTA ROSA,95409,Sonoma,CA,(707) 539-2154,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
496801485,8/20/2019,8,20,2019,MOUNTAINVIEW CARE HOME,939 BAIRD RD.,SANTA ROSA,95409,Sonoma,CA,(707) 537-0108,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
306005450,8/20/2019,8,20,2019,WE CARE RESIDENTIAL CARE FACILITY INC,1904 W. RANDOM DRIVE,ANAHEIM,92804,Orange,CA,(714) 284-0062,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
435200160,8/19/2019,8,19,2019,SHALOM MOUNTAIN VIEW,1007 MIRAMONTE AVENUE,MT. VIEW,94040,Santa Clara,CA,(650) 968-0609,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
565800169,8/19/2019,8,19,2019,MOUNTAIN VIEW RESIDENTIAL CARE,290 DENA DRIVE,NEWBURY PARK,91320,Ventura,CA,(805) 498-2743,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
415600198,8/14/2019,8,14,2019,LAURELWOOD CARE HOME,324 LAUREL STREET,SAN CARLOS,94070,San Mateo,CA,(650) 591-5016,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
415600242,8/10/2019,8,10,2019,CASA DEL CIELO,2071 TIMBERLANE WAY,SAN MATEO,94402,San Mateo,CA,(650) 357-0650,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
75601280,8/7/2019,8,7,2019,QCARE RESIDENTIAL FACILITY,3662 LISCOME WAY,CONCORD,94518,Contra Costa,CA,(925) 689-7669,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
15601315,8/2/2019,8,2,2019,ISHERWOOD CARE III,1445 SKELTON AVENUE,FREMONT,94536,Alameda,CA,(510) 894-4571,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
331800230,7/31/2019,7,31,2019,CRESENCIA CARE HOME INC,1785 HONORS LN,CORONA,92883,Riverside,CA,(714) 906-6046,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197604971,7/27/2019,7,27,2019,CARMEL-2,5420 TYRONE AVE,SHERMAN OAKS,91401,Los Angeles,CA,(818) 652-9121,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
75601355,7/25/2019,7,25,2019,APPLE GARDENS HOME,1611 APPLE DRIVE,CONCORD,94518,Contra Costa,CA,(925) 676-9627,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
565801201,7/15/2019,7,15,2019,ABSOLUTE CARE HOME,1601 KIPLING COURT,OXNARD,93033,Ventura,CA,(805) 986-8118,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
547206596,7/13/2019,7,13,2019,QUAIL PARK MEMORY CARE RESIDENCES,5050 TULARE AVENUE,VISALIA,93277,Tulare,CA,(559) 624-3560,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197609310,7/12/2019,7,12,2019,4TH GENERATION PLACE INC,23259 VICTORY BLVD,WEST HILLS,91307,Los Angeles,CA,(747) 226-0923,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
306005478,7/11/2019,7,11,2019,SAINT BENEDICT CARE LLC,8925 CANARY AVENUE,FOUNTAIN VALLEY,92708,Orange,CA,(949) 290-6006,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
198602923,7/10/2019,7,10,2019,A FAITHFUL HOME OF CERRITOS,11213 AGNES ST,CERRITOS,90703,Los Angeles,CA,(714) 300-8055,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197603936,7/8/2019,7,8,2019,JUST LIKE HOME,12521 KILLION STREET,VALLEY VILLAGE,91607,Los Angeles,CA,(818) 769-9955,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
366425922,7/8/2019,7,8,2019,CRYSTAL CARE VILLA,6410 EL REPOSO STREET,JOSHUA TREE,92252,San Bernardino,CA,(760) 366-3845,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
75601444,7/3/2019,7,3,2019,CAMELLIA GARDEN,2832 MI ELANA CIRCLE,WALNUT CREEK,94598,Contra Costa,CA,(925) 945-1237,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
19200660,6/27/2019,6,27,2019,VERMONTCARE LLC,865 VERMONT STREET,OAKLAND,94610,Alameda,CA,(510) 835-3632,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
374603742,6/24/2019,6,24,2019,EMERALD SENIOR LIVING,895 CHARDONNEY WAY,ESCONDIDO,92029,San Diego,CA,(760) 815-5568,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
198602210,6/25/2019,6,25,2019,INDIAN PEAK MANOR,27102 INDIAN PEAK ROAD,RANCHO PALOS VERDES,90274,Los Angeles,CA,(424) 206-2292,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
79200302,6/7/2019,6,7,2019,"STUART HOUSE, THE",3067 BELFAST WAY,RICHMOND,94806,Contra Costa,CA,(510) 262-0206,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
191601239,6/4/2019,6,4,2019,MIKO INN,3017 MALCOLM AVE,LOS ANGELES,90034,Los Angeles,CA,(310) 446-1714,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
565800351,5/20/2019,5,20,2019,ANN MARIE FACILITY CARE,2130 SAN MATEO PLACE,OXNARD,93033,Ventura,CA,(805) 487-3008,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
565802411,5/20/2019,5,20,2019,ANITA'S CARE VILLA,521 LOUIS DRIVE,NEWBURY PARK,91320,Ventura,CA,(805) 716-3633,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
496803362,5/17/2019,5,17,2019,VALLEY VIEW CARE HOME,515 MIDDLE RINCON ROAD,SANTA ROSA,95409,Sonoma,CA,(707) 538-2140,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
79200556,5/15/2019,5,15,2019,WOODSIDE PLACE LLC,1795 WOODSIDE COURT,CONCORD,94519,Contra Costa,CA,(510) 331-1878,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
435202565,5/15/2019,5,15,2019,"COCO HOME, THE",504 HARMONY LANE,SAN JOSE,95111,Santa Clara,CA,(408) 593-0234,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
75601477,5/10/2019,5,10,2019,BETS CARE HOME,747 SAN LUIS COURT,CONCORD,94518,Contra Costa,CA,(925) 332-8562,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
75600075,5/2/2019,5,2,2019,NEW RIVERSHORE CARE HOME,23 STEELE COURT,BAY POINT,94565,Contra Costa,CA,(925) 458-4321,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
565801067,4/26/2019,4,26,2019,"HIDDEN GARDEN, THE",79 MADRID AVENUE,NEWBURY PARK,91320,Ventura,CA,(805) 499-0818,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
198602074,4/17/2019,4,17,2019,A FAMILY TOUCH SENIOR LIVING,5325 SENFORD AVENUE,LOS ANGELES,90056,Los Angeles,CA,(310) 422-2561,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197607349,4/9/2019,4,9,2019,J & A COMPASSIONATE CARE II,2160 W. 236TH STREET,TORRANCE,90501,Los Angeles,CA,(310) 326-2868,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197607503,4/9/2019,4,9,2019,SUNLAND LIVING,11433 COLLETT AVE,GRANADA HILLS,91344,Los Angeles,CA,(818) 488-1998,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197609108,4/3/2019,4,3,2019,HERRIK HOME LLC,13303 REEDLEY ST,PANORAMA CITY,91402,Los Angeles,CA,(818) 644-1008,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
191202146,3/29/2019,3,29,2019,TWELVE OAKS,2820 SYCAMORE AVE,LA CRESCENTA,91214,Los Angeles,CA,(818) 862-0811,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
15600073,3/28/2019,3,28,2019,CASA SANDOVAL,1200 RUSSELL WAY,HAYWARD,94541,Alameda,CA,(510) 727-1700,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
198600290,3/27/2019,3,27,2019,ASUNCION BOARD & CARE,1636 S. RAMA DRIVE,WEST COVINA,91790,Los Angeles,CA,(626) 338-0772,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
198600290,3/27/2019,3,27,2019,ASUNCION BOARD & CARE,1636 S. RAMA DRIVE,WEST COVINA,91790,Los Angeles,CA,(626) 338-0772,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
